종목코드,종목명
347890,엠투아이
452190,한빛레이저
214260,라파스
018120,진로발효
037350,성도이엔지
163730,핑거
330730,스톤브릿지벤처스
038460,바이오스마트
047820,초록뱀미디어
417500,제이아이테크
023900,풍국주정
073560,우리손에프앤지
330350,위더스제약
065450,빅텍
023450,동남합성
303810,동국생명과학
007210,벽산
036010,아비코전자
047770,코데즈컴바인
214330,금호에이치티
003580,HLB글로벌
023800,인지컨트롤스
391710,코닉오토메이션
034590,인천도시가스
411080,샌즈랩
067290,JW신약
288330,파라택시스코리아
396270,넥스트칩
014160,대영포장
000105,유한양행우
017900,광전자
043610,KT지니뮤직
227840,현대코퍼레이션홀딩스
459550,알트
950190,고스트스튜디오
006660,삼성공조
066700,테라젠이텍스
011330,유니켐
001540,안국약품
306620,지아이에스
058630,엠게임
084730,팅크웨어
307930,컴퍼니케이
204610,티쓰리
100130,동국S&C
071670,에이테크솔루션
463480,모티브링크
011810,STX
117670,알파칩스
013360,일성건설
001020,페이퍼코리아
036580,팜스코
187870,디바이스
299900,위지윅스튜디오
382150,온코크로스
474610,RF시스템즈
000440,중앙에너비스
183490,엔지켐생명과학
014970,삼륭물산
290670,대보마그네틱
068290,삼성출판사
014790,HL D&I
003060,에이프로젠바이오로직스
264900,크라운제과
008700,아남전자
002450,삼익악기
042510,라온시큐어
041930,동아화성
017550,수산세보틱스
382800,지앤비에스 에코
207760,미스터블루
225190,LK삼양
253840,수젠텍
315640,딥노이드
100700,세운메디칼
175140,휴먼테크놀로지
038540,상상인
419050,삼기에너지솔루션즈
060590,씨티씨바이오
453860,에이에스텍
006840,AK홀딩스
060570,드림어스컴퍼니
024800,유성티엔에스
035610,솔본
064800,포니링크
105740,디케이락
011150,CJ씨푸드
296160,프로젠
065510,휴비츠
225530,HC보광산업
032560,황금에스티
009300,삼아제약
124560,태웅로직스
396690,미래에셋글로벌리츠
340930,유일에너테크
357230,에이치피오
119650,KC코트렐
049470,비트플래닛
435570,에르코스
104040,대성파인텍
206560,덱스터
163560,동일고무벨트
331380,포커스에이아이
448710,코츠테크놀로지
102370,케이옥션
456570,아이엠지티
311320,지오엘리먼트
053350,이니텍
008260,NI스틸
234300,에스트래픽
136410,아셈스
317770,엑스페릭스
005740,크라운해태홀딩스
078935,GS우
002780,진흥기업
082850,우리바이오
452400,이닉스
007980,TP
066790,씨씨에스
067570,엔브이에이치코리아
058860,KTis
013870,지엠비코리아
000180,성창기업지주
012700,리드코프
261520,이지스
480370,씨케이솔루션
376930,노을
083790,CG인바이츠
170030,현대공업
002720,국제약품
339950,아이비김영
093920,서원인텍
002600,조흥
212710,아이에스티이
241690,유니테크노
33626K,두산퓨얼셀1우
141000,비아트론
149980,하이로닉
054670,대한뉴팜
048910,대원미디어
002700,신일전자
023000,삼원강재
408900,스튜디오미르
451250,삐아
459100,위츠
024830,세원물산
348350,위드텍
014440,영보화학
289220,자이언트스텝
061250,화일약품
088390,이녹스
352090,스톰테크
058400,KNN
120240,대정화금
048430,유라테크
085310,엔케이
069540,빛과전자
004720,팜젠사이언스
004890,동일산업
001560,제일연마
382480,지아이텍
036170,에이치엠넥스
110790,크리스에프앤씨
059120,아진엑스텍
299660,셀리드
040350,크레오에스지
092040,아미코젠
039020,이건홀딩스
105330,케이엔더블유
044340,위닉스
053450,세코닉스
036630,세종텔레콤
040420,정상제이엘에스
134580,탑코미디어
273640,와이엠텍
041910,폴라리스AI파마
000590,CS홀딩스
088130,동아엘텍
072020,중앙백신
010960,삼호개발
027830,대성창투
900250,크리스탈신소재
053280,예스24
446840,지슨
302550,리메드
049180,셀루메드
011370,서한
094940,푸른기술
104200,NHN벅스
216050,인크로스
126880,제이엔케이글로벌
004650,창해에탄올
203690,아크솔루션스
130580,나이스디앤비
096775,SK이노베이션우
446540,메가터치
091440,한울소재과학
226330,신테카바이오
060560,HC홈센타
039610,화성밸브
072990,에이치시티
478560,블랙야크아이앤씨
023810,인팩
090470,제이스텍
111380,동인기연
123420,위메이드플레이
378800,샤페론
027050,코리아나
189980,흥국에프엔비
000850,화천기공
033230,인성정보
317870,엔바이오니아
419080,엔젯
079980,휴비스
260930,씨티케이
265560,영화테크
168330,내츄럴엔도텍
234100,폴라리스세원
115440,우리넷
002800,신신제약
111710,남화산업
317690,퀀타매트릭스
173130,오파스넷
042500,링네트
001275,부국증권우
104620,노랑풍선
424980,마이크로투나노
104540,코렌텍
010040,한국내화
006890,태경케미컬
475430,키스트론
036090,위지트
025550,한국선재
263800,데이타솔루션
004100,태양금속
417790,트루엔
228850,레이언스
142280,녹십자엠에스
163280,에어레인
032850,비트컴퓨터
208140,정다운
041520,이엘씨
0013V0,삼진식품
228670,레이
036640,HRS
066430,아이로보틱스
006490,인스코비
007280,한국특강
372910,한컴라이프케어
045660,에이텍
265740,엔에프씨
033310,엠투엔
099410,동방선기
348080,큐라티스
338100,NH프라임리츠
092780,DYP
094850,참좋은여행
262260,에이프로
222810,세토피아
019990,에너토크
175250,아이큐어
033320,제이씨현시스템
204840,지엘팜텍
187420,HLB제넥스
012690,모나리자
001290,상상인증권
011390,부산산업
009770,삼정펄프
412540,제일엠앤에스
307870,비투엔
097800,윈팩
242040,나무기술
214270,FSN
054620,APS
089850,유비벨록스
009200,무림페이퍼
215360,우리산업
096350,대창솔루션
263600,덕우전자
020710,시공테크
006880,신송홀딩스
001470,삼부토건
347000,센코
222160,NPX
451220,아이엠티
318160,셀바이오휴먼텍
014470,부방
009180,한솔로지스틱스
001260,남광토건
066310,큐에스아이
007590,동방아그로
006090,사조오양
011320,유니크
222420,쎄노텍
052220,iMBC
002795,아모레퍼시픽홀딩스우
140070,서플러스글로벌
024910,경창산업
294630,서남
351330,이삭엔지니어링
003780,진양산업
032540,TJ미디어
357880,SKAI
347860,알체라
384470,코어라인소프트
153710,옵티팜
060310,3S
159580,제로투세븐
063440,SM Life Design
054040,한국컴퓨터
217190,제너셈
054300,팬스타엔터프라이즈
024740,한일단조
393210,토마토시스템
005750,대림바스
457370,한켐
241790,티이엠씨씨엔에스
388790,라이콤
950200,소마젠
010280,아이티센엔텍
199550,레이저옵텍
171120,라이온켐텍
004590,한국가구
033170,시그네틱스
261780,차백신연구소
032860,더라미
046210,HLB파나진
043710,서울리거
040910,아이씨디
041460,한국전자인증
120115,코오롱인더우
016250,SGC E&C
065500,오리엔트정공
013700,까뮤이앤씨
000220,유유제약
246960,SCL사이언스
004830,덕성
302430,이노메트리
128660,피제이메탈
323350,다원넥스뷰
270520,앱튼
049480,오픈베이스
081150,티플랙스
017650,대림제지
377030,비트맥스
002760,보락
111110,호전실업
004440,삼일씨엔에스
137950,제이씨케미칼
065170,비엘팜텍
192250,케이사인
018500,동원금속
071090,하이스틸
031820,아이티센씨티에스
016090,대현
196300,HLB펩
155650,와이엠씨
900260,로스웰
078590,휴림에이텍
037030,파워넷
053260,금강철강
460870,에스엠씨지
053050,지에스이
046940,우원개발
347740,피엔케이피부임상연구센타
122690,서진오토모티브
039240,경남스틸
072770,멤레이비티
222110,팬젠
129260,인터지스
068330,일신바이오
290660,네오펙트
340360,다보링크
234920,자이글
094840,슈프리마에이치큐
162300,신스틸
099220,SDN
004540,깨끗한나라
012790,신일제약
036670,삼양케이씨아이
043650,국순당
0010V0,제이피아이헬스케어
373200,엑스플러스
037950,엘컴텍
055490,테이팩스
024900,디와이덕양
100030,인지소프트
393970,대진첨단소재
333620,엔시스
042940,상지건설
007370,진양제약
37550L,DL이앤씨2우(전환)
288620,에스퓨얼셀
317530,캐리소프트
215090,솔디펜스
407400,꿈비
014190,원익큐브
039010,현대에이치티
033130,디지틀조선
036000,예림당
369370,블리츠웨이엔터테인먼트
159010,아스플로
049550,잉크테크
010470,오리콤
479960,위너스
073640,테라사이언스
352910,오비고
109860,동일금속
001380,SG글로벌
219420,링크제니시스
122350,삼기
092440,기신정기
365590,하이딥
000910,유니온
080010,이상네트웍스
062970,한국첨단소재
092300,현우산업
017480,삼현철강
388610,지에프씨생명과학
290720,푸드나무
076610,해성옵틱스
129920,대성하이텍
273060,와이즈버즈
036120,서울평가정보
038680,에스넷
052790,액토즈소프트
054930,유신
241840,에이스토리
053270,구영테크
200230,텔콘RF제약
043910,자연과환경
476080,M83
403490,우듬지팜
317850,대모
087260,모바일어플라이언스
066980,한성크린텍
332370,아이디피
452160,제이엔비
378850,화승알앤에이
180060,탑선
039420,케이엘넷
222040,코스맥스엔비티
067370,선바이오
095270,웨이브일렉트로
000725,현대건설우
133820,화인베스틸
003010,혜인
277070,린드먼아시아
432430,와이랩
002630,오리엔트바이오
145170,노브랜드
317240,TS트릴리온
303360,프로티아
052900,KX하이텍
023960,에쓰씨엔지니어링
127980,화인써키트
142760,모아라이프플러스
003925,남양유업우
160550,NEW
064240,홈캐스트
100220,비상교육
047400,유니온머티리얼
001210,금호전기
185490,아이진
261200,덴티스
246690,TS인베스트먼트
373170,엠아이큐브솔루션
004060,SG세계물산
023440,제이스코홀딩스
221800,유투바이오
128540,에코캡
419120,산돌
413640,비아이매트릭스
019540,일지테크
364950,에이아이코리아
004910,조광페인트
046970,우리로
466410,사이냅소프트
065530,와이어블
311390,네오크레마
198440,강동씨앤엘
037330,인지디스플레
357250,미래에셋맵스리츠
064480,브리지텍
046310,백금T&A
005305,롯데칠성우
088340,유라클
082210,옵트론텍
053980,오상자이엘
072470,우리산업홀딩스
260660,알리코제약
320000,한울반도체
263690,디알젬
050960,수산아이앤티
040610,SG&G
042110,에스씨디
005670,푸드웰
218150,미래생명자원
452200,민테크
100660,서암기계공업
155660,DSR
000950,전방
045340,토탈소프트
024840,KBI메탈
087600,픽셀플러스
122830,원포유
004450,삼화왕관
294090,이오플로우
007720,소노스퀘어
021050,서원
011300,성안머티리얼스
017040,광명전기
177900,쓰리에이로직스
017180,명문제약
119500,포메탈
373160,데이원컴퍼니
052670,제일바이오
089790,제이티
015710,코콤
002140,고려산업
308170,씨티알모빌리티
173940,에프엔씨엔터
037760,쎄니트
078860,스테이지원엔터
001620,케이비아이동국실업
206400,베노티앤알
038070,서린바이오
321820,아티스트컴퍼니
075180,새론오토모티브
122310,제노레이
114450,그린생명과학
471820,셀로맥스사이언스
058730,다스코
065130,탑엔지니어링
037440,희림
199480,뱅크웨어글로벌
314140,알피바이오
227950,엔투텍
007815,코리아써우
033830,티비씨
072130,유엔젤
025560,미래산업
010240,흥국
041650,상신브레이크
28513K,SK케미칼우
123840,뉴온
004920,씨아이테크
186230,그린플러스
440290,HB인베스트먼트
099520,DGI
051490,나라엠앤디
014990,인디에프
067920,이글루
137080,나래나노텍
073570,리튬포어스
171010,램테크놀러지
352700,씨앤투스
038880,아이에이
008370,원풍
256630,포인트엔지니어링
245620,EDGC
004770,써니전자
061040,알에프텍
048770,TPC
001550,조비
123700,SJM
057680,티사이언티픽
054780,키이스트
237820,플레이디
263700,케어랩스
000890,보해양조
097780,에코볼트
090410,덕신이피씨
004780,대륙제관
004410,서울식품
238120,얼라인드
003475,유안타증권우
080530,코디
011230,삼화전자
096630,에스코넥
066130,하츠
069410,엔텔스
170790,파이오링크
100590,머큐리
001000,신라섬유
189690,포시에스
361570,알비더블유
003080,SB성보
009190,대양금속
010770,평화홀딩스
002920,유성기업
032790,엠젠솔루션
481850,신한글로벌액티브리츠
013720,THE CUBE&
066670,디티씨
037230,한국팩키지
069730,DSR제강
217480,에스디생명공학
109960,앱토크롬
024950,삼천리자전거
071950,코아스
250000,보라티알
093240,형지엘리트
053620,태양
025530,SJM홀딩스
011420,갤럭시아에스엠
105760,포스뱅크
195990,에이비프로바이오
009835,한화솔루션우
184230,SGA솔루션즈
363260,모비데이즈
033200,모아텍
007610,선도전기
006370,대구백화점
036180,지더블유바이텍
004870,티웨이홀딩스
286750,나노실리칸첨단소재
464280,티디에스팜
009320,아진전자부품
007680,대원
088910,동우팜투테이블
038010,제일테크노스
033540,파라텍
002410,범양건영
007530,와이엠
223310,사토시홀딩스
464500,아이언디바이스
290090,트윔
056700,신화인터텍
037370,EG
090080,평화산업
044960,이글벳
219550,디와이디
450520,인스웨이브
200350,아티스트스튜디오
056360,코위버
271830,팸텍
351870,차이커뮤니케이션
198080,캐프
224110,에이텍모빌리티
021880,메이슨캐피탈
465480,인스피언
118000,메타케어
006980,우성
001465,BYC우
096610,알에프세미
052860,아이앤씨
321260,프로이천
430690,한싹
064090,인크레더블버즈
032960,동일기연
376290,씨유테크
060850,영림원소프트랩
354200,엔젠바이오
455180,케이지에이
263810,상신전자
263770,유에스티
039290,인포뱅크
023350,한국종합기술
359090,씨엔알리서치
417860,오브젠
097870,효성오앤비
025440,DH오토웨어
208860,다산디엠씨
219750,한국비티비
012280,영화금속
109080,옵티시스
239890,피엔에이치테크
462510,라메디텍
148780,비큐AI
068050,팬엔터테인먼트
190650,코리아에셋투자증권
103840,우양
052460,아이크래프트
307280,원바이오젠
336060,웨이버스
109820,진매트릭스
450330,하스
006125,SK디스커버리우
300120,라온피플
057540,옴니시스템
049830,승일
258610,케일럼
025750,한솔홈데코
464580,닷밀
033560,블루콤
257370,피엔티엠에스
420570,제이투케이바이오
469750,아이비젼웍스
434480,모니터랩
008870,금비
089150,케이씨티
356890,싸이버원
340810,시선AI
257990,나우코스
027740,마니커
053950,경남제약
357430,마스턴프리미어리츠
006740,블루산업개발
153460,네이블
081580,성우전자
082660,코스나인
027580,상보
418250,시큐레터
026040,제이에스티나
057030,YBM넷
200780,비씨월드제약
220180,핸디소프트
051630,진양화학
079000,와토스코리아
37550K,DL이앤씨우
002880,대유에이텍
043100,알파AI
126640,화신정공
065950,웰크론
002290,삼일기업공사
203450,유니온바이오메트릭스
178780,일월지엠엘
335810,프리시젼바이오
012160,영흥
460470,아이빔테크놀로지
040160,누리플렉스
024940,PN풍년
444530,심플랫폼
046390,삼화네트웍스
020760,일진디스플
150900,파수
003465,유화증권우
143540,영우디에스피
049080,기가레인
003535,한화투자증권우
008250,이건산업
355390,크라우드웍스
376180,피코그램
006050,국영지앤엠
073110,엘엠에스
019175,신풍제약우
083550,케이엠
291650,압타머사이언스
036690,코맥스
084180,수성웹툰
065370,위세아이텍
475460,미트박스
239340,이스트에이드
067170,오텍
465770,STX그린로지스
025880,케이씨피드
221840,하이즈항공
014910,성문전자
072950,빛샘전자
060900,에이전트AI
270870,뉴트리
210120,캔버스엔
014570,고려제약
353590,오토앤
342870,오아
019770,서연탑메탈
254120,자비스
131100,티엔엔터테인먼트
094970,제이엠티
277410,인산가
016600,큐캐피탈
109070,주성코퍼레이션
332290,누보
239610,에이치엘사이언스
106240,파인테크닉스
195500,마니커에프앤지
145270,케이탑리츠
140520,대창스틸
438700,버넥트
191410,육일씨엔에쓰
452300,캡스톤파트너스
066900,디에이피
133750,메가엠디
301300,바이브컴퍼니
101240,씨큐브
051390,YW
256150,한독크린텍
290120,DH오토리드
189330,씨이랩
091590,남화토건
070300,엑스큐어
038870,에코바이오
086040,바이오톡스텍
134790,시디즈
406820,뷰티스킨
900270,헝셩그룹
066910,손오공
200580,메디쎄이
050860,아세아텍
090370,메타랩스
123570,이엠넷
052600,한네트
377220,프롬바이오
042040,케이피엠테크
038620,위즈코프
114630,폴라리스우노
140430,카티스
000760,이화산업
221980,케이디켐
043340,에쎈테크
318020,포인트모바일
056730,CNT85
008420,문배철강
263020,디케이앤디
387570,파인메딕스
024120,KB오토시스
129890,앱코
019490,엑시큐어하이트론
053160,프리엠스
318410,비비씨
431190,케이쓰리아이
189860,서전기전
050110,캠시스
096690,에이루트
115610,이미지스
297570,알로이스
075970,동국알앤에스
026940,부국철강
002360,SH에너지화학
229000,젠큐릭스
337840,유엑스엔
318000,KBG
204020,그리티
147760,피엠티
049800,우진플라임
000215,DL우
099390,브레인즈컴퍼니
177830,파버나인
215380,우정바이오
075130,플랜티넷
101000,KS인더스트리
065440,이루온
045060,오공
009810,플레이그램
452980,신한제11호스팩
475660,에스켐
021650,한국큐빅
146060,율촌
020180,대신정보통신
340440,세림B&G
208640,썸에이지
397810,애드포러스
064520,테크엘
462310,뉴키즈온
052300,오션인더블유
115160,휴맥스
250030,진코스텍
031310,아이즈비전
238090,앤디포스
291230,엔피
303530,이노뎁
005030,부산주공
123010,아이윈플러스
086060,진바이오텍
127710,아시아경제
069140,누리플랜
013810,스페코
115480,씨유메디칼
398120,에스지헬스케어
089140,넥스턴앤롤코리아
900340,윙입푸드
074610,이엔플러스
017000,신원종합개발
130500,GH신소재
109670,씨싸이트
032580,피델릭스
263920,휴엠앤씨
089230,THE E&M
071850,캐스텍코리아
000040,KR모터스
274400,이노시뮬레이션
192410,오늘이엔엠
232830,아이티센피엔에스
389680,유디엠텍
050120,ES큐브
290270,휴네시온
187270,신화콘텍
066360,체리부로
262840,아이퀘스트
196450,코아시아씨엠
238490,힘스
237750,피앤씨테크
298060,에스씨엠생명과학
33637K,솔루스첨단소재1우
35320K,대덕전자1우
196490,디에이테크놀로지
440320,오픈놀
335870,윙스풋
900310,컬러레이
006920,모헨즈
001840,이화공영
236810,엔비티
284620,카이노스메드
009730,이렘
225220,제놀루션
002870,신풍
012620,원일특강
169330,엠브레인
085810,알티캐스트
068940,셀피글로벌
462980,아이지넷
360350,코셈
101400,엔시트론
131220,대한과학
367000,플래티어
228340,동양파일
372800,아이티아이즈
024890,대원화성
227420,도부
005360,모나미
019660,글로본
354390,바스칸바이오제약
080520,오디텍
131760,파인텍
059100,아이컴포넌트
083660,CSA 코스믹
060540,에스에이티
018680,서울제약
351320,넥사다이내믹스
279600,미디어젠
001070,대한방직
258790,소프트캠프
035200,프럼파스트
153490,우리이앤엘
014130,한익스프레스
376980,원티드랩
466910,엔에이치스팩30호
138070,신진에스엠
008470,부스타
139670,키네마스터
022220,티케이지애강
079170,한창산업
900300,오가닉티코스메틱
060230,제이케이시냅스
222980,한국맥널티
179530,애드바이오텍
013000,세우글로벌
004365,세방우
005820,원림
016100,리더스코스메틱
252500,세화피앤씨
023790,동일스틸럭스
216400,인바이츠바이오코아
038060,루멘스
446070,유니드비티플러스
043200,파루
049120,파인디앤씨
317120,라닉스
495810,유비씨
270210,에스알바이오텍
018700,바른손
002690,동일제강
033250,체시스
094860,네오리진
208710,포톤
188040,바이오포트
032750,삼진
002025,코오롱우
023150,MH에탄올
446440,에피바이오텍
045300,성우테크론
048470,대동스틸
148930,에이치와이티씨
003680,한성기업
009140,경인전자
069920,엑시온그룹
322780,코퍼스코리아
196700,웹스
193250,링크드
417180,핑거스토리
333050,모코엠시스
006200,한국전자홀딩스
159910,에코글로우
006570,대림통상
001810,무림SP
290560,신시웨이
080470,성창오토텍
011090,에넥스
457600,벡트
002820,SUN&L
038530,케이바이오
308100,형지글로벌
383930,디티앤씨알오
095910,에스에너지
148250,알엔투테크놀로지
088280,쏘닉스
053290,NE능률
363250,진시스템
131090,시큐브
405920,나라셀라
016670,디모아
007120,미래아이앤지
009460,한창제지
038950,파인디지털
068100,케이웨더
432980,엠에프씨
067010,이씨에스
246250,에스엘에스바이오
451700,엔에이치스팩29호
011080,형지I&C
290520,신도기연
047080,한빛소프트
090150,아이윈
010400,우진아이엔에스
076080,웰크론한텍
088290,이원컴포텍
112190,KC산업
051380,피씨디렉트
412350,레이저쎌
403360,라피치
362990,드림인사이트
33626L,두산퓨얼셀2우B
002420,세기상사
198940,한주라이트메탈
058110,멕아이씨에스
227610,아우딘퓨쳐스
288980,모아데이타
004270,남성
031510,오스템
060380,동양에스텍
103230,에스앤더블류
069640,한세엠케이
377330,이지트로닉스
162120,루켄테크놀러지스
214610,롤링스톤
035460,기산텔레콤
197140,디지캡
434190,탈로스
009620,삼보산업
005320,온타이드
312610,에이에프더블류
187220,디티앤씨
034940,조아제약
010640,진양폴리
318010,팜스빌
079650,서산
045510,정원엔시스
296640,이노룰스
032680,소프트센
007770,한일화학
331520,밸로프
240600,유진테크놀로지
328380,솔트웨어
093380,풍강
303030,지니틱스
355690,에이텀
267790,배럴
033050,제이엠아이
131180,딜리
278990,EMB
043220,티에스넥스젠
429270,시지트로닉스
070590,한솔인티큐브
024070,WISCOM
258830,세종메디칼
030720,동원수산
023770,플레이위드
091340,S&K폴리텍
419540,비스토스
032080,아즈텍WB
217620,선샤인푸드
016920,카스
464680,KB제27호스팩
418620,E8
036480,대성미생물
263050,유틸렉스
373110,엑셀세라퓨틱스
348030,모비릭스
044380,주연테크
243870,아이티센코어
45226K,한화갤러리아우
276730,한울앤제주
021040,대호특수강
233990,질경이
005110,한창
291810,핀텔
285800,진영
051780,큐로홀딩스
002210,동성제약
310870,디와이씨
003495,대한항공우
101680,한국정밀기계
311060,엘에이티
008775,호텔신라우
309930,조이웍스앤코
113810,디젠스
059180,엔더블유시
353190,휴럼
012340,뉴인텍
054220,비츠로시스
143210,핸즈코퍼레이션
039740,한국정보공학
415380,스튜디오삼익
206950,볼빅
035620,바른손이앤에이
084870,TBH글로벌
067730,로지시스
900110,이스트아시아홀딩스
208350,지란지교시큐리티
276040,스코넥
137940,넥스트아이
900100,애머릿지
002070,비비안
037400,우리엔터프라이즈
226340,본느
130740,티피씨글로벌
015020,이스타코
088790,진도
238200,비피도
179720,머니무브
001420,태원물산
115570,스타플렉스
304840,피플바이오
039310,세중
139050,BF랩스
331920,셀레믹스
002355,넥센타이어1우B
347770,핌스
154030,아시아종묘
065650,하이퍼코퍼레이션
053060,세동
192390,윈하이텍
123750,알톤
207490,에이펙스인텍
204630,스튜디오산타클로스
063760,이엘피
001685,대상우
044780,에이치케이
00499K,롯데지주우
177350,베셀
065150,대산F&B
900070,글로벌에스엠
352940,인바이오
032280,삼일
076340,지에이이노더스
018620,우진비앤지
083640,인콘
073540,에프알텍
008600,윌비스
019685,대교우B
225590,패션플랫폼
199730,바이오인프라
289010,아이스크림에듀
176590,코나솔
054940,엑사이엔씨
091970,나노캠텍
247660,나노씨엠에스
0115H0,삼성스팩13호
043360,디지아이
405000,플라즈맵
215790,이노인스트루먼트
001770,SHD
002680,한탑
336040,타스컴
044480,빌리언스
028080,휴맥스홀딩스
065690,파커스
080720,한국유니온제약
110020,전진바이오팜
424760,벨로크
017250,인터엠
230980,비유테크놀러지
115530,씨엔플러스
084440,유비온
045520,크린앤사이언스
121890,에스디시스템
005257,녹십자홀딩스2우
054410,케이피티유
351020,미쥬
098660,에스티오
025870,신라에스지
365900,브이씨
102950,아하
050760,에스폴리텍
154040,다산솔루에타
025890,한국주강
344860,이노진
18064K,한진칼우
224060,더코디
032800,판타지오
361670,삼영에스앤씨
012170,아센디오
054090,삼진엘앤디
014100,메디앙스
096870,엘디티
134060,이퓨쳐
052960,태양3C
322970,무진메디
215480,토박스코리아
191600,블루탑
233250,메디안디노스틱
009310,참엔지니어링
015260,에이엔피
222670,플럼라인생명과학
327610,펨토바이오메드
008500,일정실업
073190,듀오백
403810,아이엘로보틱스
067770,세진티에스
032980,바이온
217880,틸론
079950,인베니아
317860,노드메이슨
106080,케이이엠텍
060480,국일신동
079190,케스피온
043590,웰킵스하이텍
368970,오에스피
008290,원풍물산
020400,대동금속
065060,지엔코
083470,이엠앤아이
368600,아이씨에이치
145210,다이나믹디자인
331660,한국미라클피플사
009440,KC그린홀딩스
086220,광동헬스바이오
048830,엔피케이
019570,플루토스
169670,코스텍시스템
108675,LX하우시스우
477380,미래에셋비전스팩4호
026910,광진실업
341170,퓨쳐메디신
275630,에스에스알
241820,피씨엘
482680,미래에셋비전스팩7호
254160,제이엠멀티
379390,이성씨엔아이
065420,에스아이리소스
005725,넥센우
313760,캐리
000087,하이트진로2우B
050090,비케이홀딩스
476710,타조이엔터테인먼트
204210,스타에스엠리츠
106520,노블엠앤비
001795,대한제당우
0072Z0,KB제33호스팩
900120,씨엑스아이
069330,유아이디
457630,대신밸런스제16호스팩
0101C0,하나36호스팩
035290,골드앤에스
469880,하나30호스팩
152550,한국ANKOR유전
030350,드래곤플라이
477340,에이치엠씨제7호스팩
0044K0,삼성스팩10호
065770,CS
302920,더콘텐츠온
368030,창대정밀
092600,앤씨앤
227100,프로브잇
027040,서울전자통신
238170,엔에스엠
058450,한주에이알티
060260,뉴보텍
188260,세니젠
473050,유안타제15호스팩
250930,예선테크
225430,케이엠제약
478440,미래에셋비전스팩6호
208850,이비테크
479880,한국제15호스팩
0099W0,미래에셋비전스팩11호
140910,에이리츠
145995,삼양사우
489480,키움제11호스팩
352770,셀레스트라
33637L,솔루스첨단소재2우B
244460,올리패스
481890,엔에이치스팩31호
0096B0,삼성스팩12호
149010,아이케이세미콘
471050,대신밸런스제17호스팩
052770,아이톡시
0099X0,IBKS제25호스팩
489730,디비금융제13호스팩
0097F0,미래에셋비전스팩10호
38380K,LX홀딩스1우
477760,DB금융스팩12호
478390,KB제29호스팩
482520,교보16호스팩
0037T0,KB제32호스팩
0093G0,미래에셋비전스팩8호
054180,메디콕스
492220,KB제31호스팩
004255,NPC우
0054V0,엔에이치스팩32호
084695,대상홀딩스우
001067,JW중외제약2우B
0091W0,신영스팩11호
0088D0,메리츠제1호스팩
065570,삼영이엔씨
456190,큐라켐
482690,대신밸런스제19호스팩
0041L0,하나35호스팩
224760,엔에스컴퍼니
473370,비엔케이제2호스팩
477470,미래에셋비전스팩5호
0071M0,삼성스팩11호
474660,신한제12호스팩
487360,신한제14호스팩
03481K,해성산업1우
469900,하나31호스팩
00781K,코리아써키트2우B
060240,스타코링크
454640,하나29호스팩
496070,신한제16호스팩
0105P0,유진스팩12호
289170,바이오텐
00806K,대덕1우
474490,유안타제16호스팩
444920,유안타제11호스팩
486630,KB제30호스팩
0098T0,교보19호스팩
489210,교보17호스팩
452670,상상인제4호스팩
0096D0,미래에셋비전스팩9호
000225,유유제약1우
004105,태양금속우
031860,디에이치엑스컴퍼니
0004Y0,디비금융제14호스팩
121850,코이즈
001515,SK증권우
003075,코오롱글로벌우
199150,데이터스트림즈
493790,유안타제17호스팩
455910,에스케이증권제9호스팩
455310,한화플러스제4호스팩
0041B0,교보18호스팩
472220,신영스팩10호
466690,키움히어로제1호스팩
478110,이베스트스팩6호
244880,나눔테크
001755,한양증권우
498390,한화플러스제5호스팩
114920,대주이엔티
238500,로보쓰리에이아이
318660,타임기술
044180,KD
390110,애니메디솔루션
488060,유진스팩11호
001065,JW중외제약우
006345,대원전선우
450940,유안타제14호스팩
004835,덕성우
469480,IBKS제24호스팩
467930,IBKS제23호스팩
484130,하나34호스팩
253610,루트락
012205,계양전기우
462020,에이치엠씨제6호스팩
473950,에스케이증권제13호스팩
464440,한국제13호스팩
487830,신한제15호스팩
178600,대동고려삼
487720,키움제10호스팩
251280,안지오랩
468760,유진스팩10호
456490,교보14호스팩
465320,교보15호스팩
299480,지앤이헬스케어
458610,한국제12호스팩
0068Y0,비엔케이제3호스팩
472230,에스케이증권제11호스팩
004985,성신양회우
0041J0,엘에스스팩1호
185190,수프로
224810,엄지하우스
189350,코셋
447690,아이오바이오
215570,크로넥스
346010,타이드
475250,하나33호스팩
079970,투비소프트
474930,신한제13호스팩
000325,노루홀딩스우
202960,판도라티비
212310,오건에코텍
26490K,크라운제과우
457940,에스케이증권제10호스팩
473000,에스케이증권제12호스팩
475240,하나32호스팩
266470,바이오인프라생명과학
234070,에이원알폼
311960,인터로이드
236340,메디젠휴먼케어
332190,오션스바이오
199290,바이오프로테크
090355,노루페인트우
007575,일양약품우
267080,세븐브로이맥주
000145,하이트진로홀딩스우
093510,엔지브이아이
000545,흥국화재우
066830,제노텍
101390,아이엠
092590,럭스피아
448780,마이크로엔엑스
276240,엘리비젼
266350,팡스카이
36328K,티와이홀딩스우
008355,남선알미우
217910,에스제이켐
014285,금강공업우
043090,더테크놀로지
005745,크라운해태홀딩스우
009415,태영건설우
014825,동원시스템즈우
002995,금호건설우
103660,씨앗
136660,큐엠씨
402420,켈스
258050,테크트랜스
208890,미래엔에듀파트너
